last_name, first_name,player_id,year,xwoba,exit_velocity_avg,launch_angle_avg,barrel_batted_rate,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,out_zone_percent,in_zone_percent,n_ff_formatted,ff_avg_speed,ff_avg_spin,ff_avg_break_x,ff_avg_break_z,n_sl_formatted,sl_avg_speed,sl_avg_spin,sl_avg_break_x,sl_avg_break_z,n_ch_formatted,ch_avg_speed,ch_avg_spin,ch_avg_break_x,ch_avg_break_z,n_cukc_formatted,cu_avg_speed,cu_avg_spin,cu_avg_break_x,cu_avg_break_z,cu_avg_break,n_sift_formatted,si_avg_speed,si_avg_spin,si_avg_break_x,si_avg_break_z,n_fc_formatted,fc_avg_speed,fc_avg_spin,fc_avg_break_x,fc_avg_break_z,n_fs_formatted,fs_avg_speed,fs_avg_spin,fs_avg_break_x,fs_avg_break_z,fs_avg_break,n_fastball_formatted,fastball_avg_speed,fastball_avg_spin,fastball_avg_break_x,fastball_avg_break_z,fastball_avg_break,n_breaking_formatted,breaking_avg_speed,breaking_avg_spin,breaking_avg_break_x,breaking_avg_break_z,n_offspeed_formatted,offspeed_avg_speed,offspeed_avg_spin,offspeed_avg_break_x,offspeed_avg_break_z,
Wainwright, Adam,425794,2022,.328,87.8,11,6.5,61.6,10.8,25.4,31.5,50.2,49.8,9,87.9,2229,-1.3,-20.2,,,,,,6.1,82.2,1764,-14.3,-32.4,31.3,73,2774,16.1,-67.2,22,28,88.6,2200,-13,-22.7,25.6,84.3,2410,6.3,-32.1,,,,,,,62.6,86.7,2290,-3.5,-26.2,14,31.3,73,2774,16.1,-67.2,6.1,82.2,1764,-14.3,-32.4,
Greinke, Zack,425844,2022,.334,88.9,12.7,6.6,64.3,11.9,30.1,28.2,52.8,47.2,38.5,89.2,2286,-2,-18.4,8,81.9,2447,8.3,-34.7,16.4,86.5,1648,-12.8,-32.6,20.5,72,2431,12.6,-64.4,16.9,2.5,89.3,2196,-10.7,-23.1,14.1,85.8,2378,6.7,-31.1,,,,,,,55.1,88.3,2305,-0.1,-21.9,14.4,28.5,74.7,2436,11.4,-56.1,16.4,86.5,1648,-12.8,-32.6,
Verlander, Justin,434378,2022,.255,87.8,16.9,6.3,74.2,18.5,32.2,38,48.9,51.1,50.4,95,2423,-9.5,-11.4,28.3,87.4,2465,4,-31,2.4,86.2,1756,-15.7,-26.5,18.8,79,2643,6.9,-55.3,13.4,,,,,,,,,,,,,,,,,50.4,95,2423,-9.5,-11.4,21.5,47.1,84.1,2536,5.2,-40.7,2.4,86.2,1756,-15.7,-26.5,
Sanchez, Anibal,434671,2022,.332,88.5,18.8,7.7,68.6,14.6,26,29.9,55.3,44.7,16.6,89.9,2065,-3.7,-17.1,6.2,83.2,2174,5.1,-34.6,25.6,79.9,1470,-13.4,-35.3,5.6,75.4,1953,3,-51.1,4.7,19.2,89.1,1926,-12.3,-21,26.8,87.3,2095,0.2,-23.5,,,,,,,62.7,88.5,2035,-4.6,-21.1,15.6,11.8,79.5,2069,4.1,-42.4,25.6,79.9,1470,-13.4,-35.3,
Jansen, Kenley,445276,2022,.239,87.1,21.9,7.3,67.6,22.7,29.2,40.8,44.2,55.8,,,,,,13.1,81.2,2459,4.6,-47.4,,,,,,,,,,,,22.5,93.6,2231,-4.6,-11.8,64.4,92.2,2567,8.4,-15.8,,,,,,,86.9,92.6,2480,5.1,-14.7,18.9,13.1,81.2,2459,4.6,-47.4,,,,,,
Chavez, Jesse,445926,2022,.321,90.1,13.4,8.1,62.4,20.4,29.8,32.8,51.1,48.9,0.7,90.6,2056,-11.7,-20.5,,,,,,12.9,85.5,1826,-15.8,-35.7,1.7,76.9,2512,15,-51,15.7,26.2,91.2,1974,-16.5,-25.6,58.6,89.1,2223,-1.9,-21.5,,,,,,,85.4,89.8,2145,-6.5,-22.8,14.6,1.7,76.9,2512,15,-51,12.9,85.5,1826,-15.8,-35.7,
Kluber, Corey,446372,2022,.310,87.1,18.5,6.9,66.2,15.1,35.7,40.7,49.1,50.9,1.5,88.9,2271,-6.3,-20.2,,,,,,10.3,82.9,1653,-13.6,-33.7,27.3,80.7,2526,16.5,-41,16.9,26.8,88.9,2075,-16.3,-26.1,34.2,86.3,2463,2.9,-28.1,,,,,,,62.4,87.5,2292,-5.6,-27.1,13.5,27.3,80.7,2526,16.5,-41,10.3,82.9,1653,-13.6,-33.7,
Hill, Rich,448179,2022,.313,88.2,14.9,8.2,64.6,16,27.3,38.2,46.2,53.8,35.9,88.5,2252,8.2,-16.4,10.7,69.2,2531,-22.7,-56.5,4.1,82.7,1875,15.6,-33.3,35.9,71.9,2636,-17.8,-67.5,22.5,0.3,86.1,2145,17.3,-26.8,13,84.2,2273,-1.9,-29.6,,,,,,,49.3,87.3,2257,5.6,-20,17.6,46.6,71.3,2612,-19,-65,4.1,82.7,1875,15.6,-33.3,
Morton, Charlie,450203,2022,.314,89.3,13.6,9.5,63.6,18.3,28.8,51.5,51.8,48.2,33.3,94.9,2374,-10.5,-17.8,,,,,,8.6,87.2,2154,-17.6,-34.5,38,81.3,3068,15.5,-51.1,18.3,10.8,94.7,2192,-17.1,-25.4,9.3,88.4,2551,1.8,-29.7,,,,,,,53.4,93.7,2368,-9.7,-21.4,14.9,38,81.3,3068,15.5,-51.1,8.6,87.2,2154,-17.6,-34.5,
Kennedy, Ian,453178,2022,.374,92.2,21.5,12.2,75.6,18.5,23.3,22.2,48.9,51.1,81.4,93.4,2447,-10.4,-14.1,,,,,,10.6,85.7,1224,-8.4,-29,5.8,79.6,2555,8.3,-50.5,12.5,,,,,,2.2,85.8,2010,3.1,-33.2,,,,,,,83.6,93.2,2436,-10,-14.6,20.1,5.8,79.6,2555,8.3,-50.5,10.6,85.7,1224,-8.4,-29,
Bard, Daniel,453268,2022,.247,87.7,7,4.7,63.1,20.5,24.8,47.3,47.3,52.7,2.8,98,2635,-6.6,-16.3,42.7,88.4,2775,7.5,-32.6,2.4,90.2,2264,-16,-27.1,,,,,,,52,98,2506,-14.5,-21.4,,,,,,,,,,,,54.9,98,2513,-14.1,-21.2,16.2,42.7,88.4,2775,7.5,-32.6,2.4,90.2,2264,-16,-27.1,
Scherzer, Max,453286,2022,.265,87.8,21.3,8.4,70,21,34,50.7,49.5,50.5,45.4,94,2387,-11.1,-15,23.4,85,2303,3.2,-34.7,12.6,84.1,1399,-14.9,-34.9,9.2,75,2764,16.6,-58.4,19.1,,,,,,9.4,89.2,2391,0.3,-25.9,,,,,,,54.8,93.2,2387,-9.1,-16.8,17.8,32.7,82.1,2433,7,-41.4,12.6,84.1,1399,-14.9,-34.9,
Melancon, Mark,453343,2022,.336,89.7,10.9,6.8,69.4,13.3,25.9,41.2,49.8,50.2,3,91.7,2324,-8.4,-20.5,1.8,84.1,2314,2.5,-35.8,,,,,,30,81.7,2587,4.6,-55.7,15.1,,,,,,62.8,90.9,2266,1,-23.6,2.4,83.7,1831,-12.2,-28.3,16.7,65.8,90.9,2269,0.6,-23.4,10.3,31.8,81.8,2571,4.5,-54.6,2.4,83.7,1831,-12.2,-28.3,
Martin, Chris,455119,2022,.251,88.4,12.8,8.3,71.9,21.1,31.8,38.5,45.4,54.6,42.4,95.3,2181,-7.7,-15.9,4.1,84.1,2422,13.1,-40.3,,,,,,3.7,83.9,2577,7.5,-50.2,13.6,8.7,94.6,2066,-14.3,-19.8,31.7,91.7,2158,2.4,-26.1,9.3,88.4,1507,-12.4,-31.7,13.1,82.9,93.8,2160,-4.5,-20.2,13,7.8,84,2495,10.5,-45,9.3,88.4,1507,-12.4,-31.7,
Price, David,456034,2022,.304,89.5,6.9,7.4,68.3,14.2,22.4,36.8,42.8,57.2,42.1,92.1,1888,10.6,-20.2,,,,,,10.7,83.9,1627,14.6,-33.2,4.2,78.4,2224,-8.4,-47.8,9.6,25.2,92.4,1888,15.1,-22.2,17.8,87.9,1954,0,-27.7,,,,,,,85.1,91.3,1902,9.7,-22.4,15,4.2,78.4,2224,-8.4,-47.8,10.7,83.9,1627,14.6,-33.2,
Cueto, Johnny,456501,2022,.311,87.7,13.3,7.3,70.2,12.9,31.9,26.7,53.1,46.9,19.4,91.4,2189,-12.1,-17.8,16.5,83.5,2237,2.7,-33.7,20.2,82.6,1326,-12.2,-36,0.6,69.9,2095,3.5,-57,4.4,23.7,91.4,2112,-16.8,-23.5,19.7,86.9,2177,-3.3,-26.1,,,,,,,62.7,90,2156,-11.1,-22.5,16.7,17.1,83,2231,2.7,-34.6,20.2,82.6,1326,-12.2,-36,
Bush, Matt,456713,2022,.254,90.3,15.2,5.4,62.2,21.7,27.8,49.6,47.9,52.1,48.8,97.3,2525,-6.7,-10.1,,,,,,,,,,,35.2,81,2480,8.4,-51.8,13.2,,,,,,16,92.9,2617,2.2,-22.2,,,,,,,64.8,96.2,2548,-4.6,-13.1,17.8,35.2,81,2480,8.4,-51.8,,,,,,
Lynn, Lance,458681,2022,.296,88.4,14.2,6.7,74.9,21.9,30.3,44.5,50.6,49.4,45.5,93,2443,-3.7,-18.3,4.7,86.6,2555,3.6,-33.5,4,85.8,1864,-11.8,-31.6,8.7,82,2497,10.4,-42.2,11.1,12.9,91.5,2317,-10.9,-25.8,24.3,89,2608,2.2,-29,,,,,,,82.6,91.6,2472,-3.1,-22.6,11.6,13.4,83.7,2517,8,-39.1,4,85.8,1864,-11.8,-31.6,
McGee, Jake,459429,2022,.347,90.2,22.6,11.9,75.7,16.4,24.7,30,45,55,82.8,94.4,2079,11.7,-15.8,17.2,85.2,1842,-1.1,-31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.8,94.4,2079,11.7,-15.8,19.1,17.2,85.2,1842,-1.1,-31.6,,,,,,
Chacin, Jhoulys,468504,2022,.335,89.7,12,8.2,70.4,14.9,22.8,38,51.4,48.6,8.9,92.6,2379,-3.1,-18.4,28,87,2630,4.1,-31.2,2.7,85.4,1469,-5.9,-32.8,24.7,79.8,2564,14.7,-43.9,15,35.8,92.9,2304,-11.6,-22.1,,,,,,,,,,,,44.7,92.8,2319,-9.9,-21.4,14.8,52.7,83.6,2599,9.1,-37.1,2.7,85.4,1469,-5.9,-32.8,
Carrasco, Carlos,471911,2022,.313,88.4,9.7,7,71.6,17.3,34.7,46.6,52.9,47.1,35.1,93.2,2283,-7.5,-17.5,24.1,84.9,2457,2.3,-35.6,24.8,87.4,1319,-8.1,-34.6,4.3,81.1,2645,7.3,-46.5,9.2,11.7,91.9,2163,-16.2,-24.9,,,,,,,,,,,,46.8,92.9,2253,-9.7,-19.3,16.6,28.4,84.3,2486,3.1,-37.3,24.8,87.4,1319,-8.1,-34.6,
Garcia, Luis,472610,2022,.263,89,6.6,4.1,65.5,19.3,31.3,50.6,51.7,48.3,2,97.4,2247,-5,-19.7,32.2,82.7,2483,12.1,-38.3,,,,,,,,,,,,52.8,98.7,2141,-14.8,-18.3,,,,,,13,88.8,1098,-9,-31,10,54.7,98.6,2145,-14.5,-18.3,17.7,32.2,82.7,2483,12.1,-38.3,13,88.8,1098,-9,-31,
Phelps, David,475479,2022,.307,88.4,16.1,5.2,60.9,12.3,23.7,33.3,56,44,29.3,93.2,2359,-8.7,-13.6,,,,,,7.5,86.5,2171,-18,-28.3,26.4,81.7,2532,3.4,-48.4,8.3,12.3,93.2,2230,-15.5,-18.1,24.6,89.8,2421,0.8,-19.7,,,,,,,66.1,91.9,2358,-6.4,-16.7,18.1,26.4,81.7,2532,3.4,-48.4,7.5,86.5,2171,-18,-28.3,
Luetge, Lucas,476595,2022,.298,85.2,17.5,5.3,65.3,13.4,29.7,46.9,59.1,40.9,,,,,,0.2,78.3,2686,-15.6,-47.9,,,,,,13.8,73.4,2430,-10.4,-66.6,18.5,,,,,,55,87.6,2592,-5.1,-29.2,,,,,,,55,87.6,2592,-5.1,-29.2,8.5,45,76.2,2614,-16.6,-53.5,,,,,,
Kershaw, Clayton,477132,2022,.248,87.1,11.6,4.2,68.5,17.3,33.1,52.6,50.2,49.8,40,90.7,2408,-0.5,-14.7,42.7,86.6,2577,-5.4,-29.8,0.6,83.8,2126,12.5,-23.3,16.3,73.2,2395,-4.9,-66.9,16.4,0.4,90.8,2390,8,-14.5,,,,,,,,,,,,40.4,90.7,2407,-0.4,-14.7,18.7,59,82.9,2526,-5.3,-40,0.6,83.8,2126,12.5,-23.3,
Miley, Wade,489119,2022,.305,86.7,10.3,5.2,61.3,17.4,30.8,38.9,54.9,45.1,14.1,89.1,2263,3.3,-16.7,6.4,78.6,2345,-11.1,-40.2,31.6,81.4,1835,16.1,-34.6,2.7,73.5,2438,-9.5,-62.5,15.2,2.7,88.3,2080,13,-20.8,42.5,85.1,2284,-2.9,-29.7,,,,,,,59.3,86.2,2270,-0.7,-26.2,11.5,9.1,77.1,2372,-10.6,-46.7,31.6,81.4,1835,16.1,-34.6,
Stammen, Craig,489334,2022,.313,88.7,6.9,7,64.5,15.1,29,46.8,54.6,45.4,0.6,91,2296,-6.6,-22.5,12.3,81.5,2382,10.9,-43.5,2.7,86.9,1703,-14.9,-27.4,8.4,79.6,2321,8,-53.5,13.4,53.9,91.4,2210,-14.2,-22.1,22.1,87.8,2315,1.4,-27.6,,,,,,,76.6,90.4,2241,-9.6,-23.7,15.1,20.7,80.7,2357,9.7,-47.6,2.7,86.9,1703,-14.9,-27.4,
Ottavino, Adam,493603,2022,.240,84.8,7.7,3.2,60.4,19.2,29,50.3,51.9,48.1,12.3,94.8,2351,-8.2,-16.6,42.9,81,2700,17.7,-40.1,7.1,89.1,2080,-16.5,-33.3,,,,,,,32.5,94.2,2253,-16.4,-24.7,5.2,87.8,2564,3.4,-29.4,,,,,,,50,93.7,2310,-12.3,-23.2,16.3,42.9,81,2700,17.7,-40.1,7.1,89.1,2080,-16.5,-33.3,
Quintana, Jose,500779,2022,.305,86.5,9.9,5.5,68.3,15.4,32.8,36.6,57.5,42.5,36,91.2,2077,2.4,-17.7,,,,,,19.5,86.4,1319,11.7,-30.8,28.1,78.4,2261,-7.9,-51.2,11,16.4,91.4,2070,12.6,-19.7,,,,,,,,,,,,52.4,91.3,2075,5.6,-18.3,16.3,28.1,78.4,2261,-7.9,-51.2,19.5,86.4,1319,11.7,-30.8,
Pineda, Michael,501381,2022,.368,91.8,16,10.2,69.6,9.4,28.9,38.6,47.9,52.1,59.2,89.9,1934,-5.5,-19.8,21.5,80.7,1933,0.6,-41.2,19.3,85.3,1713,-15,-29.1,,,,,,,,,,,,,,,,,,,,,,,59.2,89.9,1934,-5.5,-19.8,15.2,21.5,80.7,1933,0.6,-41.2,19.3,85.3,1713,-15,-29.1,
Minor, Mike,501985,2022,.330,88.2,19.1,8.4,65.4,13.7,28.4,33.6,52.2,47.8,41.3,90.4,2472,3.9,-19.2,24.9,85.4,2699,-3.5,-33.7,23.2,84.2,2175,16.7,-28.8,10.4,79.2,2437,-7.1,-55,13.4,0.2,89.9,2567,13.8,-22.4,,,,,,,,,,,,41.5,90.4,2472,4,-19.2,14.9,35.3,83.5,2622,-4.6,-40,23.2,84.2,2175,16.7,-28.8,
Archer, Chris,502042,2022,.337,89.5,11,8.6,66.9,16.8,24.6,42.2,52.7,47.3,35.7,93,2174,-6.4,-13.1,44.3,88.7,2464,5.2,-30.5,14.7,87,1705,-13,-26.9,5.3,81.7,2459,5,-46.6,7.9,,,,,,,,,,,,,,,,,35.7,93,2174,-6.4,-13.1,19.8,49.6,88,2464,5.2,-32.2,14.7,87,1705,-13,-26.9,
Gibson, Kyle,502043,2022,.326,88.5,10.6,7.5,68.4,14.2,30.6,47,52.6,47.4,11.9,92,2279,-6.2,-16.4,19,83.4,2519,4.5,-40.6,10.7,84.6,1621,-14.8,-34.6,6.6,79,2467,7.3,-52.6,11.6,28.1,91.6,2133,-14.5,-25.4,21.7,89.4,2359,0.8,-24.8,,,,,,,61.7,90.9,2241,-7.5,-23.5,14.2,27.6,82.3,2499,5.6,-43.2,10.7,84.6,1621,-14.8,-34.6,
Robertson, David,502085,2022,.273,88.6,12.8,7.6,62.7,22,27.8,55.8,52.5,47.5,,,,,,22.1,83.9,2651,8.6,-38.3,,,,,,26.8,84.7,2640,7.3,-49.5,13.6,,,,,,51,93,2611,0.7,-14.5,,,,,,,51,93,2611,0.7,-14.5,17.4,49,84.4,2645,7.8,-44.4,,,,,,
Cobb, Alex,502171,2022,.277,89.2,1.8,3.7,61.2,15.2,29.9,43.2,51.6,48.4,0.1,95.5,2251,-7.9,-14,,,,,,,,,,,15.3,83.8,2610,5.9,-51.9,14.4,42,94.8,2091,-15.8,-21.4,,,,,,42.5,89.6,1578,-13,-32.2,13.5,42.1,94.8,2091,-15.8,-21.4,18.3,15.3,83.8,2610,5.9,-51.9,42.5,89.6,1578,-13,-32.2,
Espino, Paolo,502179,2022,.336,89.3,14.4,7.9,63.9,14.6,26.2,37.8,50.2,49.8,48,88.5,2228,-2.8,-15.9,0.1,80.7,2622,9.5,-36.2,4.7,83.6,1423,-12.3,-34.1,25.9,71.3,3006,13.1,-73.2,22.4,,,,,,,,,,,,,,,,,48,88.5,2228,-2.8,-15.9,19.4,47.3,74.2,2885,15.7,-60,4.7,83.6,1423,-12.3,-34.1,
Boxberger, Brad,502202,2022,.289,86.4,19.1,6.4,61.4,20.8,23.6,34.1,48.9,51.1,55,92.7,2385,-6,-14.5,22.5,87.3,2461,7,-29.2,22.6,81.2,1332,-11.2,-35.9,,,,,,,,,,,,,,,,,,,,,,,55,92.7,2385,-6,-14.5,18.5,22.5,87.3,2461,7,-29.2,22.6,81.2,1332,-11.2,-35.9,
Peralta, Wily,503449,2022,.316,88.8,11.4,4.5,63.9,14.8,22.2,37.2,51.8,48.2,27.7,95.4,1944,-7.1,-13.8,29.6,83.6,2259,1.8,-38.5,,,,,,,,,,,,22.1,95.5,1876,-11.9,-15.7,,,,,,20.5,82.6,1167,-11.1,-31.9,14,49.9,95.4,1914,-9.2,-14.6,18.2,29.6,83.6,2259,1.8,-38.5,20.5,82.6,1167,-11.1,-31.9,
Darvish, Yu,506433,2022,.291,88.5,17,8.8,65.3,18.2,30.3,43.6,44.6,55.4,25.2,95,2420,-7.1,-13.5,19.1,82.3,2737,15,-42.6,,,,,,4,72.7,2632,11.4,-67.2,18.6,9.1,94.7,2275,-14,-18.9,35.2,86.5,2755,5.2,-35.3,7.5,89.2,1309,-6.2,-29.4,8.8,69.5,90.7,2571,-1.8,-25.3,12.6,23.1,80.6,2719,14.3,-46.9,7.5,89.2,1309,-6.2,-29.4,
Colome, Alex,517008,2022,.365,90.2,1.4,10,71.7,11.5,26.7,37.5,56,44,15.6,94.5,2125,-2.4,-14.4,,,,,,,,,,,,,,,,,,,,,,84.4,90.8,2153,1.8,-26.5,,,,,,,100,91.4,2149,1.1,-24.6,8.8,,,,,,,,,,,
Brasier, Ryan,518489,2022,.309,90.7,11.5,8.6,72.6,17.3,34.2,44.6,46.6,53.4,44.2,95.9,2270,-7.1,-13.2,42.9,85.5,2469,6.4,-38,1.3,88.1,1340,-13.2,-25.5,,,,,,,11.6,96.1,2230,-15.7,-18.7,,,,,,,,,,,,55.7,95.9,2262,-8.9,-14.4,18.4,42.9,85.5,2469,6.4,-38,1.3,88.1,1340,-13.2,-25.5,
Bumgarner, Madison,518516,2022,.358,90.3,16.8,9.8,70.1,13.8,27.5,28.7,50.9,49.1,33.2,91.2,2203,8,-17.8,0.2,83.3,2205,-5.8,-39.7,11.3,85.5,1480,13,-29.6,18.7,78.6,2304,-9.2,-47.1,9.8,0.2,91.2,2035,15.2,-20.2,36.4,87.4,2295,-2.9,-27.7,,,,,,,69.8,89.2,2250,2.3,-23,13,18.9,78.6,2303,-9.2,-47,11.3,85.5,1480,13,-29.6,
Cishek, Steve,518553,2022,.329,87.3,15,8.7,60.8,16.1,26.7,46.4,52.9,47.1,28.9,89.3,2381,-12.1,-23.1,37.1,76.5,2275,16.2,-52.2,0.4,83.1,2013,-19.1,-38.3,,,,,,,33.6,89.8,2285,-17.7,-29.3,,,,,,,,,,,,62.5,89.6,2329,-15.1,-26.4,17.6,37.1,76.5,2275,16.2,-52.2,0.4,83.1,2013,-19.1,-38.3,
Diekman, Jake,518617,2022,.319,89.8,15.9,7.1,62.8,22.6,25.4,54.4,53.7,46.3,44.4,95.6,2284,15.9,-17.6,35.1,81.4,2850,-16,-40.3,1,86.4,1511,14.3,-32.9,,,,,,,19.5,95.3,2174,17.8,-22.5,,,,,,,,,,,,63.9,95.5,2251,16.5,-19.1,20.1,35.1,81.4,2850,-16,-40.3,1,86.4,1511,14.3,-32.9,
Kelly, Merrill,518876,2022,.296,88.5,14,8.3,67.7,18,29.9,35.9,50.7,49.3,29.2,92.6,2358,-8.1,-16.6,0.2,85,2416,1.8,-34.5,21.8,88.6,2160,-16.6,-32.3,13.5,82.2,2549,9.1,-50.9,13.8,17,92.6,2206,-16.1,-24.4,18.3,90.9,2338,-1.6,-20.1,,,,,,,64.5,92.1,2312,-8.4,-19.7,16.4,13.7,82.2,2548,9,-50.7,21.8,88.6,2160,-16.6,-32.3,
Kimbrel, Craig,518886,2022,.292,90.7,16,9,64.3,20.4,25.7,51.4,49.8,50.2,68.5,95.8,2264,-10.4,-15.4,,,,,,,,,,,31.5,85.7,2542,10.2,-44,12.8,,,,,,,,,,,,,,,,,68.5,95.8,2264,-10.4,-15.4,18,31.5,85.7,2542,10.2,-44,,,,,,
Moore, Matt,519043,2022,.263,87.7,15.2,4.4,70.8,24,31.7,46.3,51.4,48.6,45,93.9,2385,9.1,-13.2,,,,,,16.8,85,2020,17,-29.4,38.2,83.6,2434,-4.1,-50.2,11.8,,,,,,,,,,,,,,,,,45,93.9,2385,9.1,-13.2,20.3,38.2,83.6,2434,-4.1,-50.2,16.8,85,2020,17,-29.4,
Pressly, Ryan,519151,2022,.253,89,9.1,5.8,66.8,24.4,34.9,59.6,56.8,43.2,32.6,94.5,2512,-3.2,-12.7,36.8,89.7,2729,5.1,-31,3.5,89.1,1974,-14.7,-30.7,27,81,3272,14.8,-56.2,20.4,,,,,,,,,,,,,,,,,32.6,94.5,2512,-3.2,-12.7,18.5,63.9,86,2959,9.2,-41.7,3.5,89.1,1974,-14.7,-30.7,
Smith, Will,519293,2022,.294,88.9,17.5,5.9,67.3,16.5,36.5,54.2,53.4,46.6,41.5,92.1,2179,8.6,-15.4,48.2,81.7,2259,-4.8,-38.5,1.1,87.4,2050,14.1,-24.2,9.1,76.9,1883,-8.9,-54.6,12.3,,,,,,,,,,,,,,,,,41.5,92.1,2179,8.6,-15.4,19.2,57.4,80.9,2199,-5.5,-41,1.1,87.4,2050,14.1,-24.2,
Strickland, Hunter,519326,2022,.354,89.8,17.6,9.8,70.5,18.6,26.3,49.3,52.7,47.3,50.4,95,2352,-5,-16.9,39,84.8,2814,8.5,-39.4,3.2,89.8,1773,-13.4,-25.6,,,,,,,7.4,94.3,2236,-12.7,-20.6,,,,,,,,,,,,57.8,94.9,2337,-6,-17.4,14.9,39,84.8,2814,8.5,-39.4,3.2,89.8,1773,-13.4,-25.6,
Hendriks, Liam,521230,2022,.252,90.5,17.8,9.1,68.1,28.4,32.2,61.7,57.4,42.6,60.5,97.6,2398,-6,-10.1,28.9,89,2201,2.5,-30.7,,,,,,10.5,85.8,2189,3.2,-47.6,11.2,,,,,,,,,,,,,,,,,60.5,97.6,2398,-6,-10.1,19.8,39.5,88.1,2197,2.7,-35.2,,,,,,
Kelly, Joe,523260,2022,.277,85.9,-0.7,3.3,57,20.3,29.7,52.9,57,43,1.6,97.1,2199,-10.1,-18.1,,,,,,8.5,87.1,2045,-17.1,-30.1,51.9,88.1,2880,8.5,-43.1,12.5,38,97.9,2178,-15.2,-18.2,,,,,,,,,,,,39.5,97.9,2179,-15,-18.2,18.4,51.9,88.1,2880,8.5,-43.1,8.5,87.1,2045,-17.1,-30.1,
Perez, Martin,527048,2022,.295,88.2,8.1,4.3,65.1,16,27.6,30.5,55,45,8,92.7,2055,10.9,-17.4,1.4,84.4,2397,-3.7,-32.8,27.6,84.4,1661,14.2,-29.6,3.5,78.8,2515,-6.3,-49,8.3,35.2,92.6,1997,16.4,-21.8,24.3,89.8,2215,1.1,-21.6,,,,,,,67.5,91.6,2083,10.2,-21.2,16.8,4.9,80.4,2482,-5.6,-44.4,27.6,84.4,1661,14.2,-29.6,
Castellanos, Humberto,528748,2022,.353,89.6,16.5,6.9,65.1,12.3,26.9,32,48.3,51.7,9.9,89.4,2139,-6.5,-22.6,26.1,86.2,2073,1.6,-29.2,10.4,84,1410,-15.2,-35.8,21.3,76.5,2406,11.7,-54,13.9,32.4,90.4,2030,-16.1,-31.3,,,,,,,,,,,,42.2,90.2,2056,-13.9,-29.2,16,47.3,81.9,2222,6.1,-40.3,10.4,84,1410,-15.2,-35.8,
Ramirez, Erasmo,541640,2022,.291,88.7,11.9,4.9,70.8,15.6,29.6,37.5,46.5,53.5,4.7,93.7,2191,-8.2,-16.5,,,,,,3.4,85.4,1657,-12.9,-30.8,6.7,80.6,2562,7.2,-46.7,8.8,39.4,93.1,2206,-15.4,-24.8,45.8,89.2,2385,1.6,-25.3,,,,,,,89.9,91.2,2296,-6.4,-24.6,13.2,6.7,80.6,2562,7.2,-46.7,3.4,85.4,1657,-12.9,-30.8,
Anderson, Tyler,542881,2022,.275,85,16.9,4.9,68.9,17.5,35.3,38.4,48.1,51.9,38,90.7,2231,7.5,-15.3,,,,,,31.6,79,1848,13.3,-34.8,1.2,73.2,2141,-2,-59.2,8.7,7.1,89,2227,17.2,-28,22,85.7,2421,-2.5,-27.2,,,,,,,67.1,88.9,2293,5.2,-20.5,16.5,1.2,73.2,2141,-2,-59.2,31.6,79,1848,13.3,-34.8,
Armstrong, Shawn,542888,2022,.282,87.4,10.6,7.7,69.2,21.7,35.2,36.5,45.4,54.6,28.9,95.3,2302,-5.2,-14.2,6.6,86.1,2518,10.1,-38.9,,,,,,,,,,,,35.6,95.6,2151,-15.5,-18.6,28.8,92.3,2460,4.7,-23.9,,,,,,,93.4,94.5,2293,-6.1,-18.9,15.7,6.6,86.1,2518,10.1,-38.9,,,,,,
Bass, Anthony,542914,2022,.272,87.6,14.3,6,64.8,17.7,33.2,58.3,51.3,48.7,9.9,95,2022,-6.4,-13.5,55.7,86.6,2221,4.7,-38,,,,,,,,,,,,30.3,95.4,1990,-13.7,-16.2,,,,,,4.1,86.7,1289,-10.4,-26.5,14.8,40.3,95.3,1998,-11.9,-15.5,19.3,55.7,86.6,2221,4.7,-38,4.1,86.7,1289,-10.4,-26.5,
Bleier, Richard,542947,2022,.299,89.6,4.4,4.5,72.7,12.1,32.4,36.8,44.4,55.6,5.4,90.7,2099,7,-21.2,16,77.7,2016,-8.7,-48.3,6.8,82.9,1532,15.7,-35.2,,,,,,,48.4,89.8,2036,15.5,-30.7,23.3,87.3,1993,-0.9,-29.6,,,,,,,77.2,89.1,2028,10,-29.7,13.1,16,77.7,2016,-8.7,-48.3,6.8,82.9,1532,15.7,-35.2,
Cole, Gerrit,543037,2022,.284,89.4,12.6,9.5,65.8,23,32.4,53.7,52.9,47.1,51.9,97.8,2428,-10.4,-10.5,22.6,88.7,2569,5,-34.2,8.4,89.7,1616,-14,-24.7,10.8,83,2779,10.2,-53,16.6,,,,,,6.4,92,2485,0.5,-24.4,,,,,,,58.2,97.1,2434,-9.2,-12,19.8,33.4,86.8,2637,6.7,-40.3,8.4,89.7,1616,-14,-24.7,
